,G1,G2,G3,SP2_1,SP2_2,SP2_3,R1,R2,R3,SP1_1,SP1_2,SP1_3,NC,Time
66,28053.125655890402,27804.958193793333,28467.59985069056,19032.14637601447,18969.658441347725,18813.139756793844,3996.0123453418178,3779.254292418347,3645.827210998841,13009.236140686504,12723.282535663859,13015.769407530634,165.73348264277715,670
67,27913.42075315539,27906.000365477994,28346.04399027151,18893.36354764977,19017.01761925226,18769.170384519777,3977.0885342527486,3754.448519655142,3649.011231176664,12963.311325545961,12608.028658327075,12982.171819890327,167.5977653631285,680
68,27607.335158995134,27679.94459623558,28107.675316085864,18723.407974746427,18546.336126007493,18487.504637577265,3931.348135851145,3710.8399744243834,3603.197963238947,12696.319972808325,12370.792533098616,12673.834378469573,166.12021857923497,690
69,27613.998567463517,27440.984236831988,27854.186301327878,18578.573784253764,18519.15944672443,18376.2109512768,3908.6619898696936,3688.408536105205,3560.7783786991904,12610.410830999068,12282.532187903033,12597.913524384114,163.39869281045753,700
70,27592.37886998914,27523.77639813499,27793.205718562494,18596.462041536022,18501.185257510406,18320.35712153476,3896.3431565808605,3669.5102619723,3566.8336350884265,12569.626604704303,12225.86858178789,12587.19953436845,167.02819956616054,710
71,27743.594163639722,27448.698182718803,27964.99057196732,18525.44503266153,18471.00056176269,18426.93415064549,3884.3311666096474,3665.3651247401244,3572.251436957319,12558.200753945433,12174.246591724468,12493.487426820759,167.56756756756755,720
72,27963.496969333253,27784.11978221416,28337.163330862368,18692.845868997756,18738.669590643276,18589.59178729332,3956.0121714706074,3710.446763826131,3622.9977116704804,12664.856999812255,12368.701007838747,12679.794826048172,171.05263157894737,730
73,28020.62220097933,27908.564997581216,28358.90314083807,18857.203359920943,18678.294025196963,18641.459056872704,3932.8133157093826,3702.817121281476,3628.3738668333854,12621.857409419066,12350.614938261959,12660.345520883957,175.05470459518602,740
74,28152.699018538715,27891.77224508334,28272.40216172847,18778.102709426836,18858.949018538715,18587.744942763744,3939.374145442266,3704.36165457257,3630.4356205911645,12618.726173202233,12419.67226268587,12664.594406615204,172.3009814612868,750
75,28310.574218880265,27909.23104824084,28159.617297758028,18855.851631958198,18794.7198858082,18604.820968057564,3933.6290203574445,3669.0822746180024,3631.13689486195,12536.14506473083,12315.330417910845,12594.696817039945,174.10228509249183,760
76,28083.63815920386,27817.469072279437,28152.998714549693,18731.191562570126,18785.034040869083,18505.02477139331,3923.0291880611762,3658.429626230602,3600.4313744823503,12490.569981468783,12243.828862122346,12529.32294380688,175.70498915401302,770
77,28024.723017095897,27712.481962481965,28094.113304806946,18765.106835060964,18710.689847786623,18429.963949588524,3883.0115312416197,3626.7143220924736,3606.5476190476193,12490.259740259742,12220.049330514446,12493.235930735933,176.40692640692643,780
78,27658.299570331925,27603.665504828296,27721.73539912396,18409.13006029285,18418.475212495145,18203.320092151043,3824.1384778012684,3578.117767742097,3522.3879185171522,12257.53278674436,11924.46456475779,12256.934855408294,173.3615221987315,790
79,27574.102788193177,27469.56336225288,27644.603673481157,18378.441278310725,18318.3794607738,18098.688868122223,3807.8904533889595,3574.374587557742,3511.7954882964427,12144.293530076126,11865.990279799007,12120.142370440131,170.8860759493671,800
80,27753.264487291257,27627.7317548986,27979.272939870636,18574.47964199467,18369.983955500647,18322.206241997243,3837.8845638746016,3572.7712137486574,3536.572118726033,12223.236871490219,12000.793191770637,12275.705875985645,177.22878625134263,810
81,27856.593660386072,27611.487807586283,28043.39765352833,18587.466492844484,18474.83850649636,18259.898310327495,3821.705091983523,3557.728398480164,3538.5369941580525,12143.518864679756,11926.031548829154,12211.91164963365,177.03862660944208,820
82,28072.356778014913,27717.977157192843,27948.310270687467,18604.39461720092,18484.05223344256,18264.41895297847,3805.7547093757553,3566.84236723546,3531.3405035149913,12137.026340469669,11984.51130726113,12193.541661758816,175.40106951871655,830
83,28100.06101281269,27581.045352857436,27986.938944749665,18674.51665981078,18562.5,18406.94586312564,3795.597125584578,3560.155658847692,3519.305413687436,12179.711366269883,11981.201511836087,12209.82098209821,181.8181818181818,840
84,28220.08552608069,27923.121554282658,28202.370787448832,18614.272689558027,18552.890779881534,18412.032566188915,3809.486402573598,3560.3421643057195,3515.1715796418293,12118.997203798113,11977.518627556188,12189.08820005745,185.50106609808103,850
85,28168.140847743067,27940.99013431594,28285.587957010117,18653.299553335575,18622.383748916916,18504.953793251665,3789.2991239048806,3544.925961489867,3522.1209808224403,12079.907482392207,11888.968421541103,12191.17044555147,181.91489361702128,860
86,28036.86459022553,27905.461049685226,28020.940270162464,18513.665075262994,18393.801358049775,18197.44044847581,3755.214053367716,3514.2874124410755,3465.365882215198,11993.524612373927,11805.816785217228,11992.074682022587,180.18967334035827,870
87,27961.85929941132,27824.561403508775,27874.328145419986,18392.030745760723,18319.013305074768,18183.343241825496,3728.564712028209,3507.306501547988,3451.6350254103627,11871.486527035948,11686.5707325364,11907.527566215756,182.10526315789474,880
88,27803.90453553127,27586.392386965425,27773.987999859644,18305.41947107798,18102.076000784702,17910.3365603127,3705.2170805788815,3448.284358128918,3416.466560120121,11736.337574753563,11570.043196305667,11733.829647956863,174.09326424870466,890
89,27543.434923025285,27461.715354406042,27562.085846176757,18046.305164833164,18027.791551882463,17790.488399880513,3660.785531083336,3424.7457088366177,3383.171476263483,11645.745297483265,11456.217971899061,11655.432668935342,176.65289256198346,900
90,27903.974224777026,27745.448506459863,27843.59288611604,18439.765483610314,18254.300808182597,17982.96237993378,3681.9221279018775,3451.885798357755,3423.3738010471698,11747.72794679694,11599.269786119099,11793.836300685616,180.18967334035827,910
91,27987.57733597437,27624.343670415125,27897.533566528607,18348.949593932477,18168.658440517025,18019.03248055963,3664.4292412583854,3448.7994061978106,3396.5675145534997,11648.084928625958,11581.043321005112,11740.360834224744,182.96529968454257,920
92,28041.039671682625,27679.064103517514,28005.602240896358,18404.611509033144,18112.66520030831,18088.65871930167,3652.595033050441,3418.8996353258285,3399.1082528673314,11670.314191811274,11596.983501824056,11694.56630876247,184.87394957983193,930
