,G1,G2,G3,SP2_1,SP2_2,SP2_3,R1,R2,R3,SP1_1,SP1_2,SP1_3,NC,Time
21,16319.68825440348,15490.48808037572,16360.776012986598,14390.743402142669,13224.640856311225,12999.999999999998,1996.4503326066297,1924.5224719101125,1773.8493949870353,11963.89381693935,10543.830052085037,10882.02247191011,117.97752808988763,220
22,17200.959556109854,16537.593219476188,16917.05616577082,14553.780552495205,13785.182599824146,13811.973076816761,2038.055882564928,1981.3151451129331,1815.8289616024379,11944.042242756896,10588.85479724687,10857.729656712407,120.82262210796915,230
23,17461.6702453287,16893.224308339617,17801.410517290307,14514.627474896293,13628.36722191429,13522.343125528747,2075.209536226486,2010.915100503478,1858.4799971088867,11957.451618468565,10389.920631582741,10752.703401584427,113.80145278450362,240
24,18069.445600166422,17399.50941129355,18161.995237109128,14519.194835187905,13518.62005707297,13750.450356095516,2115.174753671686,2029.354066985646,1897.8163992869875,11788.200498132004,10027.926525529265,10640.412748171368,115.90909090909089,250
25,18372.672840600662,17490.922632901962,18631.15401935466,14715.92028526369,14267.820201067036,13803.388806454193,2153.3808268818975,2107.77588292366,1938.512158964449,11575.037438244393,9965.917967852516,10321.717426587926,117.77301927194861,260
26,19210.48096506345,18443.60958190745,19278.429817605072,15347.981721249049,14764.45245182516,14250.27195027195,2260.316319194824,2193.327505827506,2019.9944459872256,11599.491417673236,10176.196493444953,10257.085020242916,115.38461538461539,270
27,19952.528379772964,19117.647058823528,19998.585406106333,15513.150714831385,15138.21231617647,14783.706906360223,2358.028616852146,2271.6518341654005,2080.6435394670693,11571.068894483862,10509.842981017107,10324.035541558878,117.6470588235294,280
28,20241.519942263436,20029.84270631329,21010.23486317604,16063.615709185327,15444.82767840432,15159.536650311557,2420.584570069106,2323.7009903676567,2161.016288675863,11533.51917690153,10524.188688698854,10468.238428238426,117.21611721611721,290
29,20472.766503017603,20393.12048531849,21371.097117213154,16172.383604747794,15825.522286281072,15471.295244431332,2499.5085765099575,2381.806341128089,2211.335243871901,11602.99722362443,10755.720121294136,10577.360577661697,113.07420494699646,300
30,20695.203045238,20324.105626725504,21513.676120365755,16376.911946141072,16152.540929197043,16187.531415167621,2611.994632849527,2445.231112419603,2301.1656424092203,11622.624488100184,11256.505453376707,10772.35472502254,122.20309810671257,310
31,21096.345514950168,20662.44226561867,21737.66160989473,16758.110894718757,16436.144631594078,16193.743078626801,2721.6603994012635,2556.625526291856,2388.0573782851693,11757.475083056479,11475.738619317994,11127.485577262916,122.92358803986711,320
32,21584.415584415583,21224.28229665072,22208.892617449666,17200.542570951588,16704.581993569132,16487.90322580645,2847.4349157733536,2677.5078369905955,2502.674750356633,11894.417475728156,11765.145395799676,11439.8,125.0,330
33,22221.862833183586,21691.381682389936,22708.240235021516,17618.214369991892,17123.02536392358,16872.63904110265,2972.259658580413,2801.944758426803,2625.9168278193,12069.506682389938,12059.836733091966,11818.600046587468,128.9308176100629,340
34,22619.643969445628,22107.09652309289,23205.13785318465,17956.86993111405,17338.80384016606,17208.73186284078,3127.783096068925,2950.653678543963,2746.16592888762,12260.219213410703,12314.27104393312,12199.6946856216,127.6595744680851,350
35,22992.752752752753,22354.748677248677,23500.87962962963,18314.247414341018,17557.593968411205,17399.303220134083,3257.1826706480174,3062.3303595566367,2870.941965587635,12447.407407407407,12437.315219149279,12711.579408063897,130.37037037037035,360
36,23171.990090834017,22659.523809523806,23694.17846417846,18443.633398564903,17668.31168831169,17411.864235055724,3416.185891137748,3153.1388329979877,3028.096470153391,12781.287375415282,12538.12324929972,12811.42857142857,127.14285714285712,370
37,23607.96343006216,23069.551049528443,23987.083189096295,18735.334293661832,17852.619314466272,17605.085824979757,3566.8435102516937,3251.9444293362135,3068.248923392051,12852.289739206386,12632.924067276195,13019.890480153164,130.73713490959668,380
38,24006.044732528124,23330.13889684951,24574.545023883777,18855.430741396107,18053.06615343975,17709.7414546198,3735.6910258509342,3394.238408137506,3107.2431506849316,13056.168220712943,12829.723097208996,13352.71811639138,131.5068493150685,390
